"resultid","resultmonth","winnerid","loserid","winnerset1","winnerset2","winnerset3","winnerset4","winnerset5","loserset1","loserset2","loserset3","loserset4","loserset5"
556,"2019-09",1607950,364584,6,6,0,0,0,3,4,0,0,0
557,"2019-02",70414,74716,7,4,6,0,0,5,6,3,0,0
558,"2019-06",1393213,44785,6,6,0,0,0,4,0,0,0,0
561,"2019-01",196974,1984892,6,6,6,0,0,7,4,4,0,0
562,"2019-02",1744266,3460,6,7,0,0,0,4,6,0,0,0
563,"2019-03",11247,10306,6,6,0,0,0,3,4,0,0,0
564,"2019-09",51322,4021,6,6,0,0,0,4,2,0,0,0
565,"2019-08",1394174,216450,6,7,0,0,0,3,5,0,0,0
566,"2019-07",1083703,9505,6,6,0,0,0,1,4,0,0,0
567,"2019-02",10788,53395,7,6,0,0,0,5,3,0,0,0
568,"2019-11",54729,1607555,7,6,0,0,0,6,3,0,0,0
569,"2019-08",10378,10403,5,7,6,0,0,7,5,4,0,0
570,"2019-01",52294,606930,6,6,6,0,0,4,1,4,0,0
571,"2019-03",203816,95506,6,6,0,0,0,4,2,0,0,0
572,"2019-06",1393213,4487,2,6,6,0,0,6,0,3,0,0
573,"2019-08",77442,10479,6,6,0,0,0,4,3,0,0,0
575,"2019-08",34103,51547,6,6,0,0,0,3,3,0,0,0
578,"2019-01",11063,45027,6,6,0,0,0,1,0,0,0,0
579,"2019-03",260593,52341,7,6,0,0,0,6,2,0,0,0
580,"2019-02",3619,3778,6,6,0,0,0,4,1,0,0,0
582,"2019-08",52886,2611704,7,7,4,6,0,5,6,6,1,0
583,"2019-01",10274,11453,6,6,0,0,0,2,1,0,0,0
584,"2019-08",606930,373773,6,6,0,0,0,2,2,0,0,0
585,"2019-03",11666,10248,6,7,0,0,0,2,5,0,0,0
586,"2019-09",1393213,303997,6,6,0,0,0,4,4,0,0,0
587,"2019-09",10793,34144,6,6,0,0,0,2,2,0,0,0
588,"2019-01",4205,224678,6,6,6,0,0,3,4,2,0,0
589,"2019-01",10322,11063,6,6,0,0,0,4,1,0,0,0
590,"2019-01",70649,10347,7,7,0,0,0,5,5,0,0,0
591,"2019-10",411593,96338,6,6,6,0,0,7,1,2,0,0
592,"2019-02",10765,2595933,6,6,0,0,0,0,2,0,0,0
593,"2019-02",3659,3507,7,6,0,0,0,6,4,0,0,0
594,"2019-03",11359,2096652,7,6,0,0,0,6,0,0,0,0
596,"2019-06",10063,1971098,3,6,6,0,0,6,3,4,0,0
599,"2019-09",84281,52346,6,6,0,0,0,1,2,0,0,0
600,"2019-07",4169,2104153,6,7,0,0,0,0,6,0,0,0
604,"2019-07",3766,1863628,6,6,0,0,0,4,2,0,0,0
606,"2019-09",1393213,830070,6,6,0,0,0,2,4,0,0,0
607,"2019-07",4726,2596786,6,6,0,0,0,4,3,0,0,0
609,"2019-08",10283,11035,2,6,6,0,0,6,4,3,0,0
610,"2019-10",3746,5164,4,6,6,0,0,6,2,4,0,0
611,"2019-09",4053,1517181,5,6,6,0,0,7,4,4,0,0
612,"2019-08",81943,71334,7,7,0,0,0,6,6,0,0,0
613,"2019-03",4205,54351,7,7,0,0,0,6,6,0,0,0
614,"2019-01",11342,11076,7,6,0,0,0,5,2,0,0,0
615,"2019-10",3469,77968,4,6,6,0,0,6,1,2,0,0
616,"2019-09",9505,41668,6,6,0,0,0,3,4,0,0,0
618,"2019-03",51296,224142,6,6,0,0,0,3,1,0,0,0
619,"2019-06",734160,3666,6,6,0,0,0,3,3,0,0,0
621,"2019-11",4075,2104153,7,6,0,0,0,6,3,0,0,0
622,"2019-09",2537714,47138,6,6,0,0,0,3,4,0,0,0
624,"2019-02",52886,3475,7,7,0,0,0,6,6,0,0,0
626,"2019-08",1625971,1971098,6,6,0,0,0,2,3,0,0,0
627,"2019-08",10378,52345,7,6,0,0,0,6,2,0,0,0
628,"2019-08",2170539,2087254,5,6,6,0,0,7,4,3,0,0
629,"2019-11",96338,830070,6,6,0,0,0,1,3,0,0,0
630,"2019-03",3654,2596786,1,6,7,0,0,6,4,6,0,0
631,"2019-02",10766,11361,3,6,6,0,0,6,4,3,0,0
633,"2019-06",64700,1601923,6,6,0,0,0,3,4,0,0,0
634,"2019-10",146056,2230756,6,6,0,0,0,0,4,0,0,0
635,"2019-08",10479,157972,7,4,7,0,0,5,6,6,0,0
637,"2019-02",2005359,3901,7,6,0,0,0,6,3,0,0,0
639,"2019-02",11767,10695,6,6,0,0,0,0,3,0,0,0
640,"2019-10",3901,2566922,6,6,0,0,0,1,2,0,0,0
642,"2019-09",10347,11063,6,7,0,0,0,3,5,0,0,0
644,"2019-09",3701,4047,7,6,0,0,0,5,2,0,0,0
646,"2019-03",4633,153710,3,6,6,0,0,6,4,2,0,0
647,"2019-03",3700,260593,7,7,0,0,0,6,6,0,0,0
648,"2019-09",11348,28990,6,6,0,0,0,4,4,0,0,0
650,"2019-08",28399,2154440,7,6,0,0,0,6,3,0,0,0
651,"2019-09",79623,3905,3,7,6,0,0,6,5,3,0,0
652,"2019-08",11599,11063,6,7,0,0,0,1,5,0,0,0
653,"2019-09",3967,2095984,6,6,0,0,0,3,3,0,0,0
654,"2019-09",49924,54638,4,6,7,0,0,6,2,6,0,0
655,"2019-10",405461,1984892,7,7,0,0,0,6,6,0,0,0
656,"2019-03",207438,3495,6,6,0,0,0,1,3,0,0,0
658,"2019-10",200399,224678,6,3,7,0,0,3,6,5,0,0
660,"2019-10",94283,73237,7,3,7,0,0,5,6,6,0,0
661,"2019-10",77968,4417,5,6,6,0,0,7,4,4,0,0
664,"2019-08",224134,3659,3,6,6,3,6,6,4,2,6,3
665,"2019-10",58272,10324,6,6,0,0,0,2,3,0,0,0
668,"2019-08",212742,4686,6,4,6,7,0,3,6,4,6,0
672,"2019-01",206781,4445,7,6,0,0,0,6,3,0,0,0
673,"2019-02",10281,10352,6,6,0,0,0,4,3,0,0,0
674,"2019-09",1393213,3746,4,7,6,0,0,6,6,4,0,0
675,"2019-10",4072,2104153,6,6,0,0,0,4,4,0,0,0
676,"2019-11",3882,86294,0,6,7,0,0,6,3,5,0,0
677,"2019-11",197507,2088345,6,7,0,0,0,4,5,0,0,0
678,"2019-08",70522,4073,7,7,0,0,0,6,6,0,0,0
679,"2019-10",52346,11342,1,7,7,0,0,6,6,5,0,0
680,"2019-02",10839,51547,5,6,7,0,0,7,4,5,0,0
683,"2019-09",56823,137307,6,6,0,0,0,4,0,0,0,0
684,"2019-08",3605,2204714,6,7,0,0,0,4,5,0,0,0
687,"2019-08",2594847,1394183,6,7,0,0,0,1,6,0,0,0
688,"2019-10",11247,50083,6,7,0,0,0,1,5,0,0,0
689,"2019-03",34159,191038,6,6,6,0,0,7,4,4,0,0
690,"2019-09",11361,847617,6,6,0,0,0,2,3,0,0,0
693,"2019-09",91959,167844,6,6,0,0,0,1,4,0,0,0
694,"2019-09",52341,3498,3,7,6,0,0,6,6,1,0,0
695,"2019-02",2596786,4166,6,6,0,0,0,3,2,0,0,0
696,"2019-10",3828,4929,7,6,0,0,0,5,1,0,0,0
697,"2019-07",1863628,51794,4,7,7,0,0,6,6,5,0,0
700,"2019-07",54130,2544742,6,6,0,0,0,1,1,0,0,0
701,"2019-02",158788,207438,6,6,0,0,0,4,4,0,0,0
704,"2019-09",51794,3673,6,6,6,0,0,7,2,0,0,0
706,"2019-08",56823,1554636,6,3,6,0,0,2,6,1,0,0
707,"2019-09",10347,10536,6,7,0,0,0,2,5,0,0,0
708,"2019-11",2088345,2245575,4,6,6,0,0,6,4,1,0,0
710,"2019-11",4021,3746,2,7,7,0,0,6,6,5,0,0
713,"2019-09",3486,54729,6,7,0,0,0,2,5,0,0,0
716,"2019-05",2516571,2526148,5,6,6,0,0,7,3,4,0,0
717,"2019-10",270800,1973165,6,6,0,0,0,4,4,0,0,0
718,"2019-10",217512,70784,6,7,0,0,0,3,6,0,0,0
721,"2019-02",207037,83218,7,7,0,0,0,5,6,0,0,0
723,"2019-08",7479,65230,5,7,7,0,0,7,5,5,0,0
724,"2019-07",2044152,253543,6,6,0,0,0,2,3,0,0,0
725,"2019-10",4515,94283,3,6,6,0,0,6,4,1,0,0
726,"2019-01",3871,151401,7,6,6,6,0,5,7,4,4,0
727,"2019-08",11063,58235,7,6,0,0,0,6,4,0,0,0
729,"2019-09",2005359,1398935,3,7,6,0,0,6,6,2,0,0
730,"2019-02",83218,3474,6,6,0,0,0,4,3,0,0,0
732,"2019-08",53449,4073,6,6,0,0,0,4,3,0,0,0
733,"2019-08",27335,2590128,6,6,6,0,0,3,7,3,0,0
734,"2019-10",405461,1740216,7,7,0,0,0,6,5,0,0,0
735,"2019-10",10378,10248,6,6,0,0,0,3,1,0,0,0
738,"2019-11",3839,2104153,6,6,0,0,0,0,2,0,0,0
740,"2019-09",45027,10249,7,6,0,0,0,6,3,0,0,0
741,"2019-02",28145,10759,6,6,0,0,0,4,1,0,0,0
742,"2019-08",4151,77968,6,5,7,4,6,3,7,6,6,1
743,"2019-06",28080,64700,6,6,0,0,0,3,2,0,0,0
744,"2019-08",3701,52341,6,6,0,0,0,2,1,0,0,0
747,"2019-03",206783,177312,7,6,0,0,0,6,4,0,0,0
748,"2019-08",3882,3462,6,6,0,0,0,3,2,0,0,0
749,"2019-07",247320,124948,6,4,6,0,0,4,6,4,0,0
752,"2019-02",4047,3810,3,6,7,0,0,6,4,6,0,0
756,"2019-08",3475,73237,3,6,6,6,6,6,3,7,1,4
757,"2019-10",52873,2492773,6,6,0,0,0,2,4,0,0,0
758,"2019-11",191865,52950,6,6,0,0,0,2,0,0,0,0
759,"2019-02",3587,3712,7,6,0,0,0,5,4,0,0,0
760,"2019-08",11558,161912,6,6,0,0,0,2,0,0,0,0
761,"2019-07",252053,1393213,7,6,0,0,0,6,4,0,0,0
765,"2019-08",2206500,2579581,6,6,0,0,0,4,2,0,0,0
766,"2019-07",2526148,55419,6,4,6,0,0,4,6,4,0,0
767,"2019-03",51259,2095984,6,6,0,0,0,2,4,0,0,0
768,"2019-08",10242,11042,1,7,6,0,0,6,5,3,0,0
769,"2019-09",247320,54130,7,6,0,0,0,6,2,0,0,0
770,"2019-10",224678,4031,6,6,0,0,0,4,2,0,0,0
771,"2019-11",27182,4348,5,7,6,0,0,7,5,3,0,0
772,"2019-08",259658,206612,6,6,0,0,0,4,3,0,0,0
773,"2019-11",191865,87295,6,7,0,0,0,3,6,0,0,0
774,"2019-02",2555950,11318,6,6,0,0,0,3,1,0,0,0
776,"2019-07",4125,209352,6,6,6,0,0,4,7,3,0,0
777,"2019-08",10307,10403,6,6,0,0,0,2,2,0,0,0
780,"2019-10",212742,218163,6,7,0,0,0,0,6,0,0,0
781,"2019-08",206781,70414,6,6,0,0,0,4,4,0,0,0
782,"2019-02",3761,3686,7,6,0,0,0,6,4,0,0,0
783,"2019-10",49924,53125,6,6,0,0,0,2,3,0,0,0
784,"2019-11",10347,77442,7,4,6,0,0,5,6,2,0,0
786,"2019-10",253195,55282,7,4,6,0,0,6,6,3,0,0
788,"2019-09",1906302,9505,6,2,6,0,0,4,6,2,0,0
789,"2019-11",3718,55419,6,7,0,0,0,2,5,0,0,0
790,"2019-07",91084,195354,6,6,0,0,0,4,3,0,0,0
791,"2019-08",4690,4487,6,7,0,0,0,3,5,0,0,0
792,"2019-09",1863628,1740216,7,6,0,0,0,6,3,0,0,0
793,"2019-01",191924,10378,6,4,7,0,0,1,6,6,0,0
794,"2019-03",3761,3723,7,7,0,0,0,6,6,0,0,0
795,"2019-09",3699,4072,7,6,0,0,0,5,3,0,0,0
796,"2019-07",54554,3534,6,3,6,0,0,4,6,4,0,0
797,"2019-08",10324,10473,6,6,0,0,0,2,4,0,0,0
798,"2019-08",53255,2596786,3,7,6,6,6,6,6,4,7,3
799,"2019-08",303997,51288,6,6,0,0,0,1,2,0,0,0
800,"2019-11",200392,65765,6,6,6,0,0,4,7,3,0,0
802,"2019-09",606930,200392,6,6,0,0,0,4,4,0,0,0
803,"2019-01",28097,3671,6,7,4,6,0,4,6,6,3,0
804,"2019-08",10788,10250,6,6,0,0,0,2,3,0,0,0
805,"2019-11",41562,69349,6,6,0,0,0,0,0,0,0,0
806,"2019-07",83953,163437,6,6,0,0,0,1,2,0,0,0
807,"2019-05",51794,2616345,6,7,0,0,0,1,6,0,0,0
809,"2019-03",10344,11666,7,6,0,0,0,6,3,0,0,0
810,"2019-08",398304,70649,6,7,0,0,0,4,6,0,0,0
811,"2019-10",60156,54729,7,6,0,0,0,6,4,0,0,0
812,"2019-08",4372,4417,6,7,0,0,0,1,5,0,0,0
813,"2019-10",4464,135645,6,6,0,0,0,3,4,0,0,0
814,"2019-09",10248,56801,6,6,0,0,0,3,0,0,0,0
815,"2019-10",73237,64700,7,6,0,0,0,6,4,0,0,0
816,"2019-10",262476,11788,6,6,6,0,0,7,1,4,0,0
817,"2019-09",405461,2596786,7,7,0,0,0,6,5,0,0,0
818,"2019-10",3982,3498,6,7,0,0,0,3,5,0,0,0
819,"2019-01",52341,4686,2,6,6,6,0,6,3,4,3,0
820,"2019-10",75587,3486,2,7,6,0,0,6,6,4,0,0
822,"2019-09",42469,1969408,4,6,6,0,0,6,3,2,0,0
825,"2019-07",10307,593241,5,6,6,0,0,7,4,1,0,0
827,"2019-11",86294,51804,7,6,0,0,0,6,3,0,0,0
828,"2019-03",260593,3659,6,4,6,0,0,4,6,0,0,0
829,"2019-11",10794,2583619,1,6,6,0,0,6,3,4,0,0
830,"2019-11",142094,95161,4,4,4,0,0,3,3,2,0,0
831,"2019-03",3959,51296,6,6,0,0,0,4,4,0,0,0
832,"2019-03",49954,79623,7,6,0,0,0,6,1,0,0,0
834,"2019-09",53374,3469,7,6,6,0,0,6,4,3,0,0
835,"2019-11",65638,79623,3,6,6,0,0,6,3,2,0,0
836,"2019-09",268261,11134,6,7,0,0,0,1,5,0,0,0
837,"2019-08",10274,11247,7,6,0,0,0,6,2,0,0,0
838,"2019-02",10322,2231281,6,6,0,0,0,2,1,0,0,0
840,"2019-09",444780,1945113,6,6,0,0,0,2,1,0,0,0
843,"2019-01",191924,51673,6,6,0,0,0,4,4,0,0,0
844,"2019-10",1863628,49884,6,6,0,0,0,2,3,0,0,0
845,"2019-01",11247,10854,6,6,0,0,0,3,3,0,0,0
847,"2019-11",67412,3533,6,6,0,0,0,4,2,0,0,0
848,"2019-07",77968,1608057,7,6,0,0,0,6,2,0,0,0
849,"2019-05",56735,4122,6,6,6,0,0,3,7,3,0,0
850,"2019-05",3503,2536184,6,7,0,0,0,2,6,0,0,0
853,"2019-10",45571,51222,6,6,0,0,0,4,2,0,0,0
854,"2019-09",10287,11599,6,3,6,0,0,0,6,1,0,0
855,"2019-08",2516571,28081,2,6,6,0,0,6,4,3,0,0
856,"2019-03",2047419,2206500,6,7,0,0,0,3,6,0,0,0
857,"2019-12",10346,2231281,5,7,6,0,0,7,6,2,0,0
858,"2019-10",196974,53255,7,7,0,0,0,6,6,0,0,0
859,"2019-10",91084,64324,6,7,0,0,0,3,6,0,0,0
860,"2019-02",10344,11695,6,7,0,0,0,1,6,0,0,0
862,"2019-10",57418,53243,6,6,0,0,0,4,2,0,0,0
863,"2019-03",3498,273950,6,7,0,0,0,4,5,0,0,0
864,"2019-01",10473,10769,6,6,0,0,0,4,4,0,0,0
865,"2019-10",1554636,56797,6,3,7,0,0,4,6,6,0,0
866,"2019-07",3761,3685,7,2,6,0,0,5,6,0,0,0
867,"2019-01",219786,28399,4,6,7,0,0,6,3,5,0,0
868,"2019-03",2230756,10352,3,6,6,0,0,6,2,2,0,0
869,"2019-10",28298,4072,6,7,0,0,0,4,6,0,0,0
870,"2019-08",4053,49924,6,6,0,0,0,3,3,0,0,0
871,"2019-04",836822,10297,6,6,0,0,0,2,3,0,0,0
872,"2019-01",847617,2043802,6,6,0,0,0,3,3,0,0,0
873,"2019-08",167901,11370,4,6,6,0,0,6,4,2,0,0
875,"2019-10",64428,439496,7,7,0,0,0,5,6,0,0,0
877,"2019-10",2500037,185816,6,6,0,0,0,2,0,0,0,0
879,"2019-08",10287,2602428,6,4,6,0,0,4,6,1,0,0
881,"2019-09",198546,54415,6,6,0,0,0,2,1,0,0,0
882,"2019-08",53255,52337,6,7,0,0,0,2,6,0,0,0
883,"2019-09",3503,212742,7,6,0,0,0,6,4,0,0,0
884,"2019-10",3700,3993,6,6,6,0,0,4,7,3,0,0
885,"2019-02",3698,3718,6,6,0,0,0,3,4,0,0,0
886,"2019-10",3871,73237,7,6,0,0,0,6,4,0,0,0
887,"2019-10",207050,3828,3,6,6,0,0,6,3,2,0,0
890,"2019-08",10839,11035,7,6,0,0,0,6,4,0,0,0
891,"2019-10",1398938,3699,6,6,0,0,0,4,2,0,0,0
892,"2019-09",10281,10344,5,6,7,0,0,7,4,6,0,0
893,"2019-11",252053,208113,6,6,6,0,0,2,7,3,0,0
896,"2019-02",4331,3711,6,4,6,0,0,4,6,3,0,0
897,"2019-09",11558,10324,6,6,0,0,0,4,2,0,0,0
898,"2019-10",398304,51547,6,7,0,0,0,3,6,0,0,0
899,"2019-08",2097125,10259,6,6,0,0,0,4,4,0,0,0
900,"2019-10",67623,4584,6,7,0,0,0,1,5,0,0,0
901,"2019-01",10292,10259,3,6,6,0,0,6,2,2,0,0
903,"2019-07",27273,1948598,6,7,0,0,0,2,5,0,0,0
906,"2019-01",235621,206781,6,6,0,0,0,2,3,0,0,0
907,"2019-10",4929,142746,6,7,0,0,0,2,6,0,0,0
908,"2019-08",4072,4125,7,6,0,0,0,6,1,0,0,0
909,"2019-10",3605,207039,7,6,0,0,0,5,4,0,0,0
910,"2019-10",3994,28080,7,7,0,0,0,6,6,0,0,0
911,"2019-01",55282,73237,6,6,6,0,0,7,2,3,0,0
914,"2019-11",444780,1726478,6,6,0,0,0,4,2,0,0,0
915,"2019-01",3474,235621,5,6,7,6,0,7,3,5,4,0
916,"2019-10",177312,54171,4,6,6,0,0,6,1,3,0,0
919,"2019-10",53374,198546,6,6,0,0,0,3,1,0,0,0
924,"2019-09",4021,1608108,6,6,0,0,0,3,0,0,0,0
926,"2019-01",3499,2108184,7,6,0,0,0,6,3,0,0,0
927,"2019-12",1711873,249413,4,6,4,7,7,6,0,6,5,5
931,"2019-03",10793,259120,6,6,0,0,0,4,3,0,0,0
932,"2019-09",218163,2005359,6,7,0,0,0,3,5,0,0,0
934,"2019-10",3993,3499,6,7,0,0,0,4,6,0,0,0
935,"2019-01",4686,3503,6,7,7,0,0,4,6,6,0,0
936,"2019-08",253195,2204585,3,6,6,0,0,6,0,2,0,0
937,"2019-07",49884,54902,6,6,0,0,0,2,2,0,0,0
939,"2019-09",11076,391097,6,7,0,0,0,4,5,0,0,0
944,"2019-03",142094,3673,6,6,0,0,0,3,2,0,0,0
945,"2019-02",11361,378488,6,6,0,0,0,3,3,0,0,0
947,"2019-10",11370,34159,6,6,0,0,0,3,2,0,0,0
948,"2019-03",3761,3570,6,7,0,0,0,0,6,0,0,0
949,"2019-10",77968,1398935,6,4,7,0,0,4,6,5,0,0
950,"2019-10",3943,52833,3,6,6,0,0,6,3,4,0,0
951,"2019-10",55908,55849,7,6,0,0,0,6,4,0,0,0
952,"2019-10",238541,191893,6,6,0,0,0,0,4,0,0,0
953,"2019-10",3654,2601750,6,6,0,0,0,4,4,0,0,0
954,"2019-10",3478,51297,7,6,0,0,0,6,1,0,0,0
956,"2019-07",2070519,49924,6,7,0,0,0,4,6,0,0,0
957,"2019-03",206783,51259,6,6,0,0,0,4,2,0,0,0
958,"2019-09",1517181,45571,6,6,0,0,0,3,4,0,0,0
959,"2019-08",3790,41750,4,6,6,0,0,6,1,2,0,0
960,"2019-02",3462,4151,6,6,0,0,0,2,4,0,0,0
961,"2019-09",42587,34144,6,3,7,0,0,4,6,6,0,0
962,"2019-09",28990,252064,6,5,6,0,0,4,7,4,0,0
963,"2019-09",198546,3608,6,6,0,0,0,1,4,0,0,0
964,"2019-01",3659,1740216,3,6,6,0,0,6,3,4,0,0
965,"2019-09",11063,10850,6,4,6,0,0,4,6,4,0,0
966,"2019-10",58272,28145,6,6,0,0,0,4,2,0,0,0
967,"2019-08",11140,10807,6,4,6,0,0,1,6,3,0,0
968,"2019-09",4053,53292,7,7,0,0,0,6,6,0,0,0
969,"2019-10",1194009,1570645,7,6,0,0,0,6,4,0,0,0
970,"2019-03",11558,70649,3,7,6,0,0,6,6,4,0,0
972,"2019-08",3466,46561,6,7,0,0,0,1,5,0,0,0
973,"2019-10",10473,10759,4,6,6,0,0,6,4,3,0,0
974,"2019-08",3982,253016,6,5,6,0,0,4,7,2,0,0
977,"2019-08",11466,45507,6,6,0,0,0,3,1,0,0,0
978,"2019-07",3718,42919,6,4,6,0,0,1,6,2,0,0
979,"2019-10",94283,2516571,6,6,6,0,0,7,2,4,0,0
980,"2019-10",157972,10383,6,6,0,0,0,3,2,0,0,0
984,"2019-02",51547,11348,6,7,0,0,0,2,6,0,0,0
986,"2019-07",4726,3558,6,6,0,0,0,2,2,0,0,0
987,"2019-09",1607952,4053,7,6,0,0,0,6,4,0,0,0
989,"2019-10",3570,3687,6,6,0,0,0,4,2,0,0,0
990,"2019-10",77968,2516689,6,6,0,0,0,2,1,0,0,0
992,"2019-05",3679,60718,6,6,0,0,0,0,2,0,0,0
994,"2019-03",10340,10703,7,6,0,0,0,6,2,0,0,0
995,"2019-09",1083703,54415,6,6,0,0,0,2,3,0,0,0
996,"2019-01",10751,10371,6,2,6,0,0,2,6,3,0,0
997,"2019-09",806774,166446,6,6,0,0,0,2,3,0,0,0
999,"2019-09",28900,11640,6,7,0,0,0,2,5,0,0,0
1001,"2019-01",3498,4417,7,4,7,4,6,6,6,6,6,2
1003,"2019-10",206783,1554636,6,6,0,0,0,4,3,0,0,0
1005,"2019-10",28150,10290,6,4,6,0,0,3,6,3,0,0
1007,"2019-08",3723,1517181,6,6,0,0,0,4,2,0,0,0
1008,"2019-02",151401,5059,6,3,7,0,0,4,6,6,0,0
1009,"2019-05",51259,3460,7,6,0,0,0,6,3,0,0,0
1011,"2019-01",10246,10339,6,6,0,0,0,0,4,0,0,0
1012,"2019-10",10765,225693,6,6,0,0,0,0,0,0,0,0
1013,"2019-03",65308,58235,6,6,0,0,0,1,1,0,0,0
1014,"2019-10",87175,3810,7,6,0,0,0,6,2,0,0,0
1015,"2019-01",65308,10751,6,6,0,0,0,4,4,0,0,0
1016,"2019-03",41668,53378,7,3,6,0,0,5,6,4,0,0
1017,"2019-08",2380881,206335,6,6,0,0,0,3,3,0,0,0
1018,"2019-08",53374,3478,3,6,6,0,0,6,3,3,0,0
1021,"2019-01",2611704,3481,6,7,6,0,0,1,6,3,0,0
1023,"2019-10",11541,44970,4,6,6,0,0,6,3,2,0,0
1026,"2019-09",10244,1736726,7,6,0,0,0,5,2,0,0,0
1027,"2019-09",60156,3617,6,6,0,0,0,4,1,0,0,0
1028,"2019-09",10532,1375417,6,6,0,0,0,0,0,0,0,0
1029,"2019-03",218163,1607952,6,5,6,0,0,4,7,2,0,0
1031,"2019-10",4487,28527,6,6,6,0,0,2,7,3,0,0
1033,"2019-10",4205,200399,6,6,0,0,0,4,4,0,0,0
1034,"2019-08",10281,11548,6,6,0,0,0,2,1,0,0,0
1035,"2019-01",10469,11695,7,6,0,0,0,5,3,0,0,0
1036,"2019-11",50037,10277,6,4,6,0,0,2,6,3,0,0
1037,"2019-09",2500037,253016,6,7,0,0,0,3,6,0,0,0
1042,"2019-10",50113,34159,6,6,0,0,0,3,4,0,0,0
1043,"2019-03",4205,34037,6,6,0,0,0,1,1,0,0,0
1044,"2019-08",10765,1973165,6,6,6,0,0,7,1,2,0,0
1045,"2019-08",52873,3619,2,6,6,0,0,6,0,4,0,0
1047,"2019-03",142094,52337,6,7,0,0,0,2,6,0,0,0
1048,"2019-03",163432,64700,6,7,0,0,0,2,6,0,0,0
1049,"2019-09",52345,191910,6,6,0,0,0,2,2,0,0,0
1050,"2019-11",70622,2390968,6,5,6,0,0,2,7,3,0,0
1051,"2019-02",3723,1978582,6,6,0,0,0,4,4,0,0,0
1052,"2019-08",64324,4622,7,3,6,0,0,6,6,4,0,0
1054,"2019-09",3994,91959,7,5,7,0,0,6,7,6,0,0
1056,"2019-08",10347,2611278,6,6,0,0,0,3,4,0,0,0
1057,"2019-08",3718,212029,6,3,6,0,0,3,6,4,0,0
1058,"2019-09",76935,1625971,6,6,6,0,0,4,7,3,0,0
1061,"2019-10",11342,10532,6,6,0,0,0,1,4,0,0,0
1063,"2019-02",10346,55858,4,6,6,0,0,6,3,4,0,0
1066,"2019-11",65638,802298,6,6,0,0,0,4,2,0,0,0
1067,"2019-01",3478,4205,6,6,6,0,0,3,2,3,0,0
1070,"2019-10",10281,10383,6,3,6,0,0,3,6,4,0,0
1074,"2019-09",268261,45027,6,3,7,0,0,0,6,6,0,0
1076,"2019-01",53149,52873,7,6,0,0,0,6,1,0,0,0
1077,"2019-07",218755,124948,7,2,6,0,0,5,6,3,0,0
1080,"2019-02",398304,28399,6,7,0,0,0,2,5,0,0,0
1083,"2019-09",200425,1601923,6,6,0,0,0,4,3,0,0,0
1084,"2019-10",2516571,3569,6,6,0,0,0,1,1,0,0,0
1087,"2019-09",1570645,4021,6,7,0,0,0,1,6,0,0,0
1088,"2019-10",1609088,10550,7,7,0,0,0,6,5,0,0,0
1089,"2019-03",94283,151401,7,6,0,0,0,6,1,0,0,0
1090,"2019-11",70622,1459374,7,6,0,0,0,6,2,0,0,0
1091,"2019-09",1607952,9505,6,6,0,0,0,3,3,0,0,0
1092,"2019-10",34159,10536,6,6,0,0,0,2,0,0,0,0
1093,"2019-03",191910,2114659,6,6,0,0,0,2,2,0,0,0
1095,"2019-10",153710,49984,6,7,0,0,0,4,6,0,0,0
1096,"2019-08",2566922,3962,3,6,7,0,0,6,4,6,0,0
1097,"2019-08",142720,10769,2,6,7,0,0,6,3,6,0,0
1099,"2019-10",49924,1740216,6,6,0,0,0,3,3,0,0,0
1101,"2019-04",11361,10774,6,6,0,0,0,0,2,0,0,0
1103,"2019-08",10866,42587,4,7,6,0,0,6,6,3,0,0
1104,"2019-06",1625971,303997,6,7,0,0,0,3,6,0,0,0
1106,"2019-10",268261,58272,6,6,6,0,0,4,7,1,0,0
1108,"2019-07",3994,4726,6,7,0,0,0,2,5,0,0,0
1111,"2019-10",3867,54351,3,6,6,0,0,6,3,3,0,0
1112,"2019-01",53840,3734,7,6,0,0,0,5,2,0,0,0
1114,"2019-01",11076,65308,6,6,0,0,0,4,1,0,0,0
1115,"2019-10",1398938,7479,4,6,6,0,0,6,4,3,0,0
1116,"2019-10",3718,4190,6,5,6,0,0,3,7,4,0,0
1118,"2019-08",51547,77442,7,6,0,0,0,5,0,0,0,0
1120,"2019-01",11767,10463,6,6,0,0,0,1,1,0,0,0
1121,"2019-08",28900,223621,3,6,6,0,0,6,2,1,0,0
1123,"2019-09",146056,10839,7,2,6,0,0,5,6,0,0,0
1124,"2019-10",51256,4053,6,6,0,0,0,3,4,0,0,0
1128,"2019-12",238409,34161,6,6,0,0,0,4,1,0,0,0
1129,"2019-09",3701,3654,6,6,0,0,0,1,4,0,0,0
1131,"2019-12",10788,10885,6,6,0,0,0,2,2,0,0,0
1133,"2019-01",198546,3499,6,6,0,0,0,3,2,0,0,0
1134,"2019-08",50772,2085750,6,6,0,0,0,1,2,0,0,0
1135,"2019-06",53292,4464,6,6,0,0,0,3,3,0,0,0
1136,"2019-10",439496,41750,6,2,7,0,0,1,6,5,0,0
1140,"2019-09",10287,28990,7,6,0,0,0,5,1,0,0,0
1142,"2019-10",1398935,4047,6,7,0,0,0,2,6,0,0,0
1143,"2019-11",76531,28057,6,6,0,0,0,1,3,0,0,0
1146,"2019-10",4515,3587,3,6,6,0,0,6,3,2,0,0
